001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
9918959920101480,Onder ons gezegd.,Brussel,Unknown,,,,,^$2$ $aCVP$ $ $gChristelijke volkspartij$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00572nas  2200193u  4500,971219q19851986be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001895992LBS01-Aleph^$ $ $a7281909^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918959920101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,CVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918992450101480,CVP-jongeren. Info.,Brussel,Unknown,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00517nas  2200169u  4500,971219q19851986be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899245LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918992450101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,CVP-Jongeren. Nationaal secretariaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918992670101480,Informatiekrant.,Mechelen,Unknown,,,,,^$2$ $aCVP. Arrondissement Mechelen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00598nas  2200193u  4500,980112q19841985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899267LBS01-Aleph^$ $ $a7297448^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918992670101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,CVP. Arrondissement Mechelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918993180101480,^$0$3$aDe jonge werkers.,Antwerpen,Monthly,,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00610nas  2200193u  4500,980112q19841985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899318LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918993180101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,KAJ. Verbond Antwerpen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1991],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918993460101480,KAJEE.,Turnhout,Monthly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarbeidersbeweging$ $ $6(ODIS-TW)2656,Periodicals,,,,^$ $ $aFrequentie varieert,,,,,,,,,,,,,,,,,,,,,,,,00673nas  2200205u  4500,980112q19841985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899346LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918993460101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,KAJ. Verbond Turnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918994110101480,Militantenblad.,Leuven,Unknown,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00497nas  2200169u  4500,980112q19841985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899411LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918994110101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,KAJ. Verbond Leuven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918994140101480,Schakeltje.,S.l.,Bimonthly,,,Periodicals,,^$2$ $aKLJ. Verbond Veurne$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00599nas  2200205u  4500,980112q19831987be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899414LBS01-Aleph^$ $ $a7298061^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918994140101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,KLJ. Gewest Veurne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918994330101480,^$0$3$a't ACV-tje.,Roeselare,Bimonthly,,,,,^$2$ $aACV. Gewest Roeselare$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00582nas  2200193u  4500,980112q19851990be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899433LBS01-Aleph^$ $ $a7298136^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918994330101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.as
,,ACV. Gewest Roeselare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1990],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918995440101480,"Komaan, blijf niet staan! Pak de toekomst aan...",Ieper,Monthly,,,Periodicals,,,,,^$1$8$w(BeLVLBS)001899538LBS01-Aleph$ $ $tVrije tijd een open deur naar anderen$ $ $4780,,,,^$ $ $aVoortzetting van: Vrije tijd een open deur naar anderen^$ $ $aVoortgezet als: Een regenboog van solidariteit,,,,,,,,,,,,,,,,,,,00750nas  2200205u  4500,980112q19851990be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899544LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918995440101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,VKAJ. Verbond Ieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1984-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918995470101480,^$0$4$aEen regenboog van solidariteit.,Ieper,Bimonthly,,^$ $7$2KADOC$ $ $aC7$ $ $xJeugd en sport$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $ajeugdbewegingen$ $ $6(ODIS-TW)951,Periodicals,,,,,"^$1$8$w(BeLVLBS)001899544LBS01-Aleph$ $ $tKomaan, blijf niet staan! Pak de toekomst aan...$ $ $4780",,,,"^$ $ $aVoortzetting van: Komaan, blijf niet staan! Pak de toekomst aan...",,,,,,,,,,,,,,,,,,,00802nas  2200217u  4500,980112q19851990be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001899547LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9918995470101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,VKAJ. Verbond Ieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1986],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919025550101480,Trairi-nieuws.,S.l.,Quarterly,,,,,,,^$ $ $aHet tijdschrift is afgesloten,,,,,,,,,,,,,,,,,,,,,,,,00571nas  2200193u  4500,980120d19811986be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001902555LBS01-Aleph^$ $ $a7313339^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919025550101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Trairi-nieuws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919048270101480,Kajot(s)tersnieuws uit het Ieperse.,S.l.,Monthly,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00519nas  2200169u  4500,980120d19811986be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001904827LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919048270101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,KAJ-VKAJ. Verbond Ieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1981]-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919065300101480,Ortekje.,Kortrijk,Bimonthly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aarbeidersbeweging$ $ $6(ODIS-TW)2656,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00644nas  2200193u  4500,980120d19811986be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001906530LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919065300101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,VKAJ. Verbond Kortrijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1972-[1995],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919065490101480,Gouw Noordzee prezenteert aan...,S.l.,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00564nas  2200181u  4500,980130q19811982be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001906549LBS01-Aleph^$ $ $a7329821^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919065490101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Gouw Noordzee prezenteert aan...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919077880101480,Echos du tiers-monde.,Remouchamps,Quarterly,,,Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00509nas  2200169u  4500,980130q19811982be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001907788LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919077880101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Groupe tiers-monde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919088500101480,Nieuwsbrief uit Nicaragua.,S.l.,Bimonthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00553nas  2200181u  4500,980206q19841987nq br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001908850LBS01-Aleph^$ $ $a7340003^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919088500101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Nieuwsbrief uit Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919088670101480,Dossiers sur l'actualité du Guatémala.,S.l.,Bimonthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00610nas  2200181u  4500,980206q19821983be br|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001908867LBS01-Aleph^$ $ $a7340051^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919088670101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Dossiers sur l'actualité du Guatémala,Bimonthly = om de 2.5 maand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1982]-[1983],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919100360101480,Enfants de partout.,Paris,Unknown,,,Periodicals,,^$2$ $aBICE$ $ $gBureau international catholique de l'enfance$ $ $4oth,,,,^$ $ $a0252-2799,,,,,,,,,,,,,,,,,,,,,,00623nas  2200193u  4500,980210q19831997fr ur|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001910036LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919100360101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Bureau international catholique de l'enfance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1983]-[1997],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919142040101480,Waakvlam.,S.l.,Bimonthly,,,,,^$2$ $aCVP-jongeren. Arrondissement Oudenaarde$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00609nas  2200193u  4500,980223q19811982be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001914204LBS01-Aleph^$ $ $a7363887^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919142040101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,CVP-jongeren. Arrondissement Oudenaarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-[1982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919153910101480,^$0$4$aHet thuisfront : infoblad.,S.l.,Unknown,,,,,,,,,,,,^$ $ $aVoortgezet als: Het Marjet Haels thuisfront,,,,,,,,,,,,,,,,,,,00596nas  2200193u  4500,980225d19811984be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001915391LBS01-Aleph^$ $ $a7369054^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919153910101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Het thuisfront,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919154210101480,^$0$4$aHet Marjet Haels thuisfront.,S.l.,Unknown,,,,,,,,^$1$8$w(BeLVLBS)001915391LBS01-Aleph$ $ $tHet thuisfront : infoblad$ $ $4780,,,,^$ $ $aVoortzetting van: Het thuisfront,,,,,,,,,,,,,,,,,,,00680nas  2200205u  4500,980225q19851996be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001915421LBS01-Aleph^$ $ $a7369157^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919154210101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Het Marjet Haels thuisfront,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919195860101480,Solidarité Guatémala : bulletin d'information des Comités de solidarité pour le Guatémala.,Lesve,Monthly,,,,,^$2$ $aComités de solidarité pour le Guatémala$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00698nas  2200193u  4500,980310d19811985be mr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001919586LBS01-Aleph^$ $ $a7386817^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919195860101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Comités de solidarité pour le Guatémala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1981-1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919245060101480,Bulletin de solidarité Guatémala.,Liège,Bimonthly,,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,,,^$2$ $aCoordination des comites Guatémala$ $ $4oth,,,^$1$8$w(BeLVLBS)001919586LBS01-Aleph$ $ $tSolidarité Guatémala : bulletin d'information des Comités de solidarité pour le Guatémala$ $ $4780,,,,,,,,,,,,,,,,,,,,,,,00839nas  2200217u  4500,980324q19851987be br|p||     0|||a|fre c,^$ $ $a(BeLVLBS)001924506LBS01-Aleph^$ $ $a7410602^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919245060101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201511$ $ $9local,
,,Coordination des comités Guatémala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1985-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919247090101480,^$0$3$a't Sociaal aktiefje,Heverlee,Unknown,,,,,^$2$ $aSociale hogeschool Heverlee.$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00633nas  2200193u  4500,980324q19831985be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001924709LBS01-Aleph^$ $ $a7411669^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919247090101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,studentenblad Sociale hogeschool Heverlee.,Sociale Hogeschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1983-[1985],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919289800101480,CVP ledenblad : tijdschrift van de CVP Lier.,Lier,Bimonthly,,,,,^$2$ $aCVP. Lier$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00586nas  2200193u  4500,980407q19851989be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001928980LBS01-Aleph^$ $ $a7431566^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919289800101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,CVP. Lier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1985]-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919324940101480,Weetjes-en-citaten te nemen of te laten.,S.l.,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00575nas  2200181u  4500,980422q19821987be zr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001932494LBS01-Aleph^$ $ $a7449572^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919324940101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.at
,,Weetjes-en-citaten te nemen of te laten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1982-[1987],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919363440101480,Sprokkels.,,Quarterly,1983-[2013],"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aonderwijs$ $ $6(ODIS-TW)2803",Periodicals,,^$2$ $aSint-Jozefscollege Aarschot$ $ $4oth,,,,,^$1$0$aCollegesprokkels.$ $ $g1(1983)-27(2009),,,,,,,,,,,,,,,,,,,,,00805nas  2200253u  4500,980505q19832013be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001936344LBS01-Aleph^$ $ $a7465419^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919363440101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202012,
,,,,Aarschot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sint-Jozefscollege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1983-[2013],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919363590101480,Sint-Victor nu en toen,,Quarterly,1982-2003,"^$ $7$2KADOC$ $ $aC6$ $ $xopvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)",Periodicals,,,,^$ $ $aTitel varieert,,,,,,,,,,,,,,,,,,,,,,,,00676nas  2200205u  4500,980505q19832013be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001936359LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919363590101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202104$ $ $9local,
,ledenblad oudleerlingenbond Sint-Victor Alsemberg,,,Alsemberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Sint-Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1982-2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919383320101480,^$0$4$aLes cahiers de la FEC.,Bruxelles,Unknown,,,Periodicals,,^$2$ $aCSC. FEC.$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00546nas  2200181u  4500,980505q19832013be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)001938332LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9919383320101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,Formation Education Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,[1984]-[1989],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
