001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
994980240101480,Verkiezingsprogramma's en regeringsverklaring 1981,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a269 p.,"^$1$ $aCEPESS-documenten$ $ $v20,4-5",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,00852nab a2200253u  4500,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498024LBS01-Aleph^$ $ $a1157656^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980240101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae
994980250101480,Concurrentie,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a188 p.,"^$1$ $aCEPESS-documenten$ $ $v20,3",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000498026LBS01-Aleph$ $ $gno:001436326,^$ $ $aNZJOURN123,,,,,,,,,,00812nab a2200253u  4500,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498025LBS01-Aleph^$ $ $a1157659^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980250101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae
994980260101480,Feiten en documenten 1980,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1981,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a242 p.,"^$1$ $aCEPESS-documenten$ $ $v20,1-2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,00767nab  2200241u  4500,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000498026LBS01-Aleph^$ $ $a1157661^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)994980260101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ae
995016560101480,World Council of Churches. Women in church and society. Women in a changing world$ $ $61203014,^$ $ $aGeneva$ $ $bWorld council of churches$ $ $c1983-[1991],Unknown,,^$ $7$2UDC$ $ $a266 <05>$ $ $xMissies. Evangelisatie. Zending--Tijdschriften,^$ $6$aPeriodicals,,^$2$ $aWorld Council of Churches. Women in Church and Society$ $ $4oth,,,,,,,^$ $ $aFusion with: WCC. Education and renewal unit. Youth and: WCC. Church and society newsletter and: WCC. Programme to combat racism and: WCC. CCPD: for a change ...,,,,,,,,,,,,,,,,,,,00907nas  2200205u  4500,840831s1981    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000501656LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995016560101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
995115660101480,Solidarité-Orient$ $ $613061186,,Quarterly,^$ $1$c[1984]-^$ $1$aBruxelles$ $ $bSolidarité-Orient$ $ $3[1984]-,^$ $7$2UDC$ $ $a23 <05>$ $ $xDogmatiek. Systematische theologie. Theologie:--in strikte zin--Tijdschriften^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,^$ $6$aPeriodicals,,,,,^$1$8$w(BeLVLBS)000071226LBS01-Aleph$ $ $tOeuvre d'Orient$ $ $4780,^$ $ $a0776-8524,,,^$ $ $aVoorzetting van: Oeuvre d'Orient,,,,,,,,,,,,,,,,,,,00894nas  2200253u  4500,841009c19849999be qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)000511566LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995115660101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202006$ $ $9local,
995178620101480,"Godeliph, 1084-1984.",^$ $ $aTielt$ $ $bLannoo$ $ $c1984$ $ $eTielt$ $ $fLannoo,,,^$ $7$2UDC$ $ $a235.3 GODELIEVE$ $ $xHagiografie--GODELIEVE^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aChristelijk Vlaams kunstenaarsverbond$ $ $4oth,,^$ $ $aChristelijk Vlaams kunstenaarsverbond,,,,,,,,,^$ $ $ap. 145-198.$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v200,"^$1$ $aDe Puydt, Raoul Maria$ $ $4edt",,,,,,,,,,,,,00898nam  2200253u  4500,841022s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000517862LBS01-Aleph^$ $ $a1206462^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995178620101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
995366420101480,Feiten en documenten 1983,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a214 p.,"^$1$ $aCEPESS-documenten$ $ $v23,2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536645LBS01-Aleph$ $ $gno:001436435,^$ $ $aNZJOURN123,,,,,,,,,,00825nab  2200253u  4500,841130s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536642LBS01-Aleph^$ $ $a1256783^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366420101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
995366450101480,^$0$3$aDe rijksbegroting in België,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,,,^$ $7$2KUL$ $ $a#SBIB:35H220$ $ $xFinancieel management bij de overheid: algemene werken^$ $7$2KUL$ $ $a#SBIB:35H6019$ $ $xBestuur en beleid: nationale en regionale studies: België^$ $7$2KUL$ $ $a#SBIB:IO,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a178 p.,"^$1$ $aCEPESS-documenten$ $ $v23,1","^$1$ $aVan de Voorde, A.$ $ $4aut^$1$ $aStienlet, G.$ $ $4aut",,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,01056nab a2200301u  4500,770101s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536645LBS01-Aleph^$ $ $a1256789^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366450101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
995366500101480,Over ether en inkt : bijdragen over de media.,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1983,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a225 p.,"^$1$ $aCEPESS-documenten$ $ $v22,3-4",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536657LBS01-Aleph$ $ $gno:001436411,^$ $ $aNZJOURN123,,,,,,,,,,00780nab  2200229u  4500,770101s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536650LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366500101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
995366520101480,Familiale progressiviteit van de belasting,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1983,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a60 p.,"^$1$ $aCEPESS-documenten$ $ $v22,2",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536657LBS01-Aleph$ $ $gno:001436411,^$ $ $aNZJOURN123,,,,,,,,,,00841nab a2200253u  4500,841130s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536652LBS01-Aleph^$ $ $a1256817^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366520101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
995366570101480,Feiten en documenten 1982,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1983,,,,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a122 p.,"^$1$ $aCEPESS-documenten$ $ $v22,1",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host,^$ $ $aNZJOURN123,,,,,,,,,,00765nab  2200241u  4500,841130s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000536657LBS01-Aleph^$ $ $a1256827^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995366570101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
995588110101480,Ontmoeting : annalen van het Kind Jezus.,^$ $ $aTongeren$ $ $bZusters van de HH. Harten$ $ $c1981-2003,Bimonthly,,,,,,,^$ $ $aTijdschrift is stopgezet,^$1$8$w(BeLVLBS)000782371LBS01-Aleph$ $ $tAnnalen van het Kind Jezus$ $ $4780,^$ $ $a0772-6996,,,^$ $ $aVoortzetting van: Annalen van het Kind Jezus,,,,,,,,,,,,,,,,,,,00809nas  2200241u  4500,850128d19812003be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000558811LBS01-Aleph^$ $ $a1314208^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995588110101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
995694560101480,In en om St. Amandus.,^$ $ $aGent$ $ $bSint-Amandusinstituut$ $ $c1981-[1998],Quarterly,,"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)",^$ $6$aPeriodicals,,^$2$ $aSint-Amandusinstituut Gent$ $ $4oth,,,^$1$8$w(BeLVLBS)001666062LBS01-Aleph$ $ $tBij ons-Onze tolk$ $ $4780,,,,^$ $ $aVoortzetting van: Bij ons-Onze tolk,,,,,,,,,,,,,,,,,,,00810nas  2200241u  4500,850218q19811998be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000569456LBS01-Aleph^$ $ $a1341751^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)995694560101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.af
996170350101480,Anton van Wilderode.,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1983$ $ $eTielt$ $ $fLannoo,,,"^$ $7$2KADOC$ $ $aCoupé, Cyriel (1918-1998)$ $ $6(ODIS-PS)12757^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT)",,,,,,,,,,,,,,^$ $ $ap. 257-342$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v196-197,"^$1$ $aVan Wilderode, Anton$ $ $d1918-1998$ $ $4pub^$1$ $aVan de Perre, Rudolf$ $ $4com",,,,,,,,,,,,,00875nam  2200241u  4500,850530s1983    xx |||| |     000|0 und c,^$ $ $a(BeLVLBS)000617035LBS01-Aleph^$ $ $a1462351^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)996170350101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ag
996223800101480,^$0$3$aDe overheid en het gesubsidieerd onderwijs /,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,,,^$ $7$2UDC$ $ $a351.851 <493>$ $ $xOnderwijswetgeving--België^$ $7$2KUL$ $ $a#GSDBP^$ $7$2BPB$ $ $a371.014.543 <493>,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a268 p.,"^$1$ $aCEPESS-documenten$ $ $v23,3-4","^$1$ $aDe Groof, Jan.$ $ $4aut",,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536645LBS01-Aleph$ $ $gno:001436435,^$ $ $aNZJOURN123,,,,,,,,,,00960nab a2200277u  4500,850530s1983    xx |||| |     000|0 und c,^$ $ $a(BeLVLBS)000622380LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)996223800101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,"De Groof, J.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996783480101480,Debora - Doc. informations$ $ $61210353,^$ $ $aDenée$ $ $bCentre informatique et Bible$ $ $c[1985]-[1991],Unknown,,,,,^$2$ $aCentre Informatique et Bible$ $ $cMaredsous$ $ $4oth,,,,^$ $ $a0773-3941,,,^$ $ $aSupplément à: Interface: lettre d'information,,,,,,,,^$1$8$w(BeLVLBS)000940803LBS01-Aleph$ $ $tInterface : lettre d'information$ $ $4772,^$ $ $aNZJOURN123,,,,,,,,,,00824nas  2200241u  4500,851126q19851991be qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)000678348LBS01-Aleph^$ $ $a1623221^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)996783480101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ag
997051940101480,Alternatives.,^$ $ $aBruxelles$ $ $bCentre international d'action culturelle$ $ $c[1981]-[1989],Bimonthly,,,^$ $6$aPeriodicals,,^$2$ $aCentre international d'action culturelle.$ $ $4edt,,,,^$ $ $a0770-4437,,,,,,,,,,,,,,,,,,,,,,00609nas  2200193u  4500,860221q19811989be br|p||     0|||a|fre c,^$ $ $a(BeLVLBS)000705194LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)997051940101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
997125830101480,Art religieux africain.,^$ $ $aKinshasa$ $ $bFaculté de théologie catholique$ $ $c1983,,,"^$ $7$2UDC$ $ $a299.6$ $ $xGodsdiensten van Bantoes, Niloten, Soedannegers, Pygmeeën, Kaffers, Hottentotten, Bosjesmannen, Galla's, Bassuto's, Zoeloes^$ $7$2UDC$ $ $a7.031.6$ $ $xPrimitieve kunst van de Afrikaanse volken. Negerkunst^$ $7$2KUL$ $ $a#SBIB:39A10$ $ $xAntropologie: religie, riten, magie, hekserij$ $ $yReligion, Rituals, Magic, Sorcery (Anthropology)^$ $7$2KUL$ $ $a#SBIB:39A73$ $ $xEtnografie: Afrika$ $ $yEthnography: Africa^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319^$ $7$2KADOC$ $ $aCongo [historische term land Congo -CG]$ $ $6(ODIS-GEO)40240023003539",,,^$2$ $aUniversité nationale du Zaïre. CERA$ $ $gCentre d'études des religions africaines$ $ $4oth,,^$ $ $aCentre d'études des religions africaines,,,,,,,,,^$ $ $a330 p.,^$1$ $aCahiers des religions africaines$ $ $v16(1982)31-32,,,,,,,,,,,,,,01365nam  2200289u  4500,860312s1983    xx |||| |     000|0 fre c,^$ $ $a(BeLVLBS)000712583LBS01-Aleph^$ $ $a1725121^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)997125830101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
997200220101480,Pax Christi-koerier,^$ $ $aAntwerpen$ $ $bPax Christi Vlaanderen$ $ $c1983-1993,Bimonthly,,^$ $7$2UDC$ $ $a25 <05>$ $ $xPastoraaltheologie--Tijdschriften^$ $7$2KUL$ $ $a#ANTIL9607,^$ $6$aPeriodicals,,^$2$ $aPax Christi$ $ $cVlaanderen$ $ $4oth,^$1$3$aKoerier,^$ $ $aOndertitel van 26(1983)1 - 35(192)2 : Tweemaandelijks ledenblad van Pax Christi Vlaanderen,^$1$8$w(BeLVLBS)000457906LBS01-Aleph$ $ $tPax Christi Vlaanderen. Koerier$ $ $4780,,^$1$0$aPax Christi-koerier$ $ $btweemaandelijks ledenblad van Pax Christi Vlaanderen$ $ $g1983-(1992)apr,,^$ $ $aVoortzetting van: Pax Christi Vlaanderen. Koerier^$ $ $aVanaf 1985 hierin opgenomen: Pax Christi Vlaanderen. Kommentaar^$ $ $aVoortzetting van: Pax Christi Vlaanderen. Koerier (1980-1982)^$ $ $aVanaf 36(1993) voortgezet als: Koerier,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,01403nas  2200337u  4500,860401d19831993be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000720022LBS01-Aleph^$ $ $a1747263^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)997200220101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ah
,tweemaandelijks tijdschrift van Pax Christi Vlaanderen$ $ $6113028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997353370101480,Werkgelegenheidsbeleid : een uitdaging met toekomst,^$ $ $aBrussel$ $ $bCEPESS$ $ $c1984,,,^$ $7$2HUB$ $ $aKMO Employment$ $ $4KUB^$ $7$2HUB$ $ $aKMO Unemployment$ $ $4KUB^$ $7$2HUB$ $ $aKMO Employment programmes$ $ $4KUB^$ $7$2HUB$ $ $aKMO Education$ $ $4KUB^$ $7$2HUB$ $ $aKMO Training$ $ $4KUB^$ $7$2VLP$ $ $a#A9402A,^$ $6$aSpecial issues,,"^$2$ $aCentrum voor politieke, economische en sociale studies Brussel.$ $ $4oth",,,,,,,,,,,^$ $ $a270 p.,"^$1$ $aCEPESS-documenten$ $ $v23,5-6",,,^$1$8$x0773-0527$ $ $tCEPESS-documenten$ $ $4773$ $ $gno:host^$1$8$w(BeLVLBS)000536645LBS01-Aleph$ $ $gno:001436435,^$ $ $aNZJOURN123,,,,,,,,,,01097nab a2200325u  4500,860516s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)000735337LBS01-Aleph^$ $ $a1795038^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)997353370101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ah
997735610101480,China update,,Quarterly,^$ $1$aOud-Heverlee$ $ $bChina update$ $ $c1982-1989,^$ $7$2KUL$ $ $a#BSML-PER,^$ $6$aPeriodicals,,^$2$ $aScheutisten. Provincie China$ $ $4oth,,,,^$ $ $a0772-4365,^$1$0$aChina update$ $ $bA quarterly newsletter$ $ $gdec. 1982-1988^$1$0$aChina update$ $ $bAn occasional newsletter$ $ $g1982,^$ $ $aBimonthly$ $ $b1989,,,,,,,"^$1$ $aSpae, Jozef$ $ $4edc",^$ $ $aeng,,,,,,,,,,,,01479nas  2200361u  4500,860916q19821984be ur|p||     0|||a|eng c,^$ $ $a(BeLVLBS)000773561LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)997735610101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,Bimonthly newsletter$ $ $61223482,,1982-1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998064630101480,Antenne 2,^$ $ $aBrussel$ $ $bVolens$ $ $c1984-[1996],Quarterly,,^$ $7$2KADOC$ $ $aC5$ $ $xMaatschappelijke organisaties en maatschappelijk leven$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aVolens Brussel$ $ $4oth,,,,,,,,,,,,,,,,^$ $ $aNZJOURN123,,,,,,,,,,00771nas  2200229u  4500,870105d19841996be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000806463LBS01-Aleph^$ $ $a2018731^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)998064630101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ai
,driemaandelijks tijdschrift voor ontwikkelingssamenwerking.$ $ $61209949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998478400101480,^$0$4$aEen bevrijdend woord.,^$ $ $aGent$ $ $bEen bevrijdend woord$ $ $c1984-2003,Quarterly,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $abasisgemeenschappen$ $ $6(ODIS-TW)215,^$ $6$aPeriodicals,,,,^$ $ $aUitgave stopgezet,,,,,,,,,,,,,,,,,,,,,,,,00713nas  2200229u  4500,870505d19842003be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000847840LBS01-Aleph^$ $ $a2159327^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)998478400101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ai
998482040101480,Wereldmediatheeknieuws.$ $ $61022992,^$ $ $aAntwerpen$ $ $bWereldmediatheek$ $ $c1982-2004,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT)^$ $7$2UCLL$ $ $aaudiovisuele media: recensies$ $ $eVT,^$ $6$aPeriodicals,,,,^$ $ $aUitgave in gedrukte vorm stopgezet. Verschijnt vanaf 2005 in elektronische vorm,,,,,,,,,,,,,,,,,,,,,,,,00718nas  2200205u  4500,870505d19842003be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000848204LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)998482040101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
998482840101480,IPIS-informatief.$ $ $6591761,^$ $ $aAntwerpen$ $ $bIPIS$ $ $c1983-[1999],Quarterly,,^$ $7$2BPB$ $ $aCurrent periodicals^$ $7$2KUL$ $ $a#ANTIL0203^$ $7$2BPB$ $ $a327.5 <05>^$ $7$2BPB$ $ $a355.019 <05>,^$ $6$aPeriodicals,,^$2$ $aIPIS.$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00727nas  2200253u  4500,870505q19831999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)000848284LBS01-Aleph^$ $ $a2160910^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)998482840101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ai
