001,Title -- 245^$0$0$a,Publication -- 260^$ $ $a,Publication Frequency -- 310^$ $ $a,"Production, Publication -- 264^$ $1$c",Topical Term -- 650^$ $7$2,Index Term -- 653^$ $6$a,Electronic Access -- 856^$ $2$u,710,246,500,775,022,247,321,580,546,521,900,300,490,700,041,773,981,711,110,901,692,250,525,600,983,505,record - leader,008,035,040,336,337,338,996,998
,Samenst. Marc Dubois.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923325210101480,^$0$3$aDe trap /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1984$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 81-120$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v199,"^$1$ $aVan Ackere, J.$ $ $4com",,,,,,,,,,,,,00760nam  2200217u  4500,020205s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002332521LBS01-Aleph^$ $ $a9131475^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923325210101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. J. van Ackere.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923325520101480,^$0$4$aEen kwartet van prozaschrijvers,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1984$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 297-376$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v202-203,"^$1$ $aDaems, Luc.$ $ $4com",,,,,,,,,,,,,00842nam  2200217u  4500,020205s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002332552LBS01-Aleph^$ $ $a9131716^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923325520101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,"Rose Gronon, Paul Lebeau, Valère Depauw en Maria Rosseels /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samenst. Luc Daems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923325620101480,Pleidooi voor het métier in de plastische kunst /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1983$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $a36 p.$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v192,"^$1$ $aSmeets, A.$ $ $4com",,,,,,,,,,,,,00789nam  2200217u  4500,020205s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002332562LBS01-Aleph^$ $ $a9131743^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923325620101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. A. Smeets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923325880101480,Klaverblad van vier /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1983$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 65-103$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v193,"^$1$ $aVan de Perre, Rudolf$ $ $4com",,,,,,,,,,,,,00784nam  2200217u  4500,020205s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002332588LBS01-Aleph^$ $ $a9131900^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923325880101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. Rudolf van de Perre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923326010101480,Zingende Vlamingen in de wereld /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1983$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 129-162$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v194,"^$1$ $aJacobs, Rik$ $ $4com",,,,,,,,,,,,,00779nam  2200217u  4500,020205s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002332601LBS01-Aleph^$ $ $a9131945^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923326010101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. Rik Jacobs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923326300101480,Textielkunst /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1983$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 193-234$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v195,"^$1$ $aWalgrave, Jan.$ $ $4com",,,,,,,,,,,,,00765nam  2200217u  4500,020205s1983    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002332630LBS01-Aleph^$ $ $a9132045^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923326300101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. Jan Walgrave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923339270101480,Japan. Forum$ $ $613074135,,Irregular,^$ $1$aScheut$ $ $bMissiehuis van Scheut$ $ $c1982-2000,^$ $7$2UDC$ $ $a266 <05> Missies. Evangelisatie. Zending--Tijdschriften Missions. Evangelisation—Tijdschriften^$ $7$2UDC$ $ $a266 <520>$ $ $xMissies. Evangelisatie. Zending--Japan^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,^$ $6$aPeriodicals,,,^$1$1$aJunshin Forum,,^$1$8$w(BeLVLBS)002610684LBS01-Aleph$ $ $tOverleg$ $ $4780,,,,^$ $ $aContinuation of: Overleg,,,,,,,,,,,,,,,,,,,01001nas  2200277u  4500,020208d19822000ja zr|p||     0|||a|eng c,^$ $ $a(BeLVLBS)002333927LBS01-Aleph^$ $ $a9138655^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923339270101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923486010101480,Echo-informatief.,^$ $ $aRonse$ $ $bSint-Antoniuscollege. Oud-leerlingenbond$ $ $c[1983]-?,Unknown,,,,,^$2$ $aSint-Antoniuscollege. Oud-leerlingenbond$ $ $cRonse$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00622nas  2200193u  4500,020326d19839999be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002348601LBS01-Aleph^$ $ $a9203607^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923486010101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923492480101480,Aube nouvelle : Bulletin de reflexion du seminaire theologique St. Cyprien.$ $ $613094059,^$ $ $aYaounde$ $ $bSeminaire théologique St.-Cyprien$ $ $c[1982]-?,Quarterly,,^$ $7$2KADOC$ $ $aC2$ $ $xReligieuze instituten$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $amissie$ $ $6(ODIS-TW)1319,,,^$2$ $aSeminaire théologique St.-Cyprien$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00780nas  2200217u  4500,020327d19829999cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)002349248LBS01-Aleph^$ $ $a9206170^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923492480101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923522200101480,^$0$4$aLes cahiers de l'AFUC.,^$ $ $aBruxelles$ $ $bAssociation des femmes universitaires catholiques$ $ $c[1981]-2006,Quarterly,,"^$ $7$2KADOC$ $ $aC6$ $ $xOpvoeding, onderwijs, wetenschap$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $aonderwijs$ $ $6(ODIS-TW)2803",^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00656nas  2200193u  4500,020327d19829999cg qr|p||     0|||a|fre c,^$ $ $a(BeLVLBS)002352220LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923522200101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
9923546170101480,In memoriam Jozef Storme,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1982$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 203-239$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v189,"^$1$ $aStorme, Jozef$ $ $4dte",,,,,,,,,,,,,00837nam  2200217u  4500,020418s1982    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002354617LBS01-Aleph^$ $ $a9231468^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923546170101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,aspecten van het naoorlogse cultuur- en kunstbeleid van de provincie West-Vlaanderen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923546490101480,Emiel van Hemeldonck /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1982$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 337-376$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v191,"^$1$ $aKeersmaekers, August.$ $ $4com^$1$ $aVan Hemeldonck, Emiel.$ $ $4pub",,,,,,,,,,,,,00831nam  2200229u  4500,020418s1982    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002354649LBS01-Aleph^$ $ $a9231617^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923546490101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. August Keersmaekers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923553100101480,Alfred Ost,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1984$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KUL$ $ $a#gsdbQ195^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,,,,,,,,,,,,^$ $ $ap. 233-273$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v201,"^$1$ $aOst, Alfred$ $ $d1884-1945$ $ $4art^$1$ $aDe Decker, Karel.$ $ $4com",,,,,,,,,,,,,00842nam  2200241u  4500,020422s1984    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002355310LBS01-Aleph^$ $ $a9234580^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923553100101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. Karel de Decker.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923591260101480,Adriaan Willaert /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1985$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $akunst$ $ $6(ODIS-TW)1109^$ $7$2KADOC$ $ $acomponisten (x)^$ $7$2KADOC$ $ $amuziek$ $ $6(ODIS-TW)1373^$ $7$2KADOC$ $ $akerkmuziek$ $ $6(ODIS-TW)1027^$ $7$2KADOC$ $ $arenaissance (x),,,,,,,,,,,,,,^$ $ $ap. 137-179$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v206,"^$1$ $aWillaert, Hendrik$ $ $4com",,,,,,,,,,,,,00992nam  2200277u  4500,020506s1985    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002359126LBS01-Aleph^$ $ $a9251619^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923591260101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. Hendrik Willaert.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923591420101480,Joe English /,^$ $ $aS.l.$ $ $bChristelijk Vlaams kunstenaarsverbond$ $ $c1985$ $ $eTielt$ $ $fLannoo,,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT)^$ $7$2KADOC$ $ $akunstenaars$ $ $6(ODIS-TW)1117^$ $7$2KADOC$ $ $aplastische kunsten$ $ $6(ODIS-TW)1591^$ $7$2KADOC$ $ $aWereldoorlog I$ $ $6(ODIS-TW)2233^$ $7$2KADOC$ $ $aVlaamse beweging$ $ $6(ODIS-TW)95,,,,,,,,,,,,,,^$ $ $ap. 203-240$ $ $bill.,^$1$ $aVlaanderen : tweemaandelijks tijdschrift voor kunst en cultuur$ $ $v207,"^$1$ $aFlorizoone, Gery Daniël Cornelius$ $ $d1923-1986$ $ $4com",,,,,,,,,,,,,01011nam  2200265u  4500,020506s1985    xx |||| |     000|0 dut c,^$ $ $a(BeLVLBS)002359142LBS01-Aleph^$ $ $a9251752^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923591420101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,Samenst. Gery Florizoone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923651390101480,Opbouw van het volk Gods$ $ $613054840,^$ $ $c[1983]-^$ $ $aNijmegen$ $ $bCongregatie van het Heilig Sacrament$ $ $c[1983]-,Bimonthly,,^$ $7$2KADOC$ $ $aC1$ $ $xKerken en religie$ $ $6(ODIS-HT)^$ $7$2UDC$ $ $a25 <05>$ $ $xPastoraaltheologie--Tijdschriften,^$ $6$aPeriodicals,,^$2$ $aCongregatie van het Heilig Sacrament$ $ $4oth^$2$ $aOpbouw. Lekenbeweging$ $ $4oth,,,,^$ $ $a0920-5977,^$1$0$aOpbouw$ $ $btijdschrift voor het volk van God$ $ $g[1983]-[2001],,,,,,,,,,,,,,,,,,,,,00875nas  2200253u  4500,020529c19839999ne br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002365139LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923651390101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c201503$ $ $9local,
9923678240101480,Davila.,^$ $ $aLanaken$ $ $bDavidsfonds$ $ $c[1983]-[1998],Other,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aDavidsfonds.$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00618nas  2200205u  4500,020608q19831998be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002367824LBS01-Aleph^$ $ $a9290739^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923678240101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
,,,5 x per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923680160101480,Davidsfonds Hasselt. Nieuwsbrief,^$ $ $aHasselt$ $ $bDavidsfonds,Quarterly,^$ $1$c1982-[2008],^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aDavidsfonds Hasselt$ $ $4oth,,,,,^$1$0$aInformatieblad$ $ $g1988-2004^$1$0$aDavidsfonds Hasselt. Mededelingen$ $ $g1982-1988,,,,,,,,,^$ $ $adut,,,,,,,,,,,,00808nas  2200265u  4500,020610q19822008be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368016LBS01-Aleph^$ $ $a9291598^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923680160101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,^$ $ $aKADOC$ $ $bphysical$ $ $c202104$ $ $9local,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923680180101480,^$0$3$aDe Molse Belleman.,^$ $ $aS.l.$ $ $bDavidsfonds. Afdeling Mol$ $ $c[1985]-[1999],Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,00561nas  2200181u  4500,020610q19822008be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368018LBS01-Aleph^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923680180101471$ $ $bLanguage of cataloging varies$ $ $erda based,,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,
9923680580101480,Info Davidsfonds Mere.,^$ $ $aMere$ $ $bDavidsfonds$ $ $c1983-[1999],Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aDavidsfonds Mere$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00654nas  2200217u  4500,020610q19831999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368058LBS01-Aleph^$ $ $a9291725^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923680580101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923682540101480,Davidsfonds klokje.,^$ $ $aS.l.$ $ $bDavidsfonds Huise-Ouwegem-Zingem$ $ $c[1984]-[1994],Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aDavidsfonds Huise-Ouwegem-Zingem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00742nas  2200217u  4500,020611q19841994be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368254LBS01-Aleph^$ $ $a9292587^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923682540101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,,,Bimonthly niet in juli en augustus --> 5x per jaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923682570101480,Info.,^$ $ $aMater-Horebeke$ $ $bDavidsfonds$ $ $c1984-[1992],Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Mater-Horebeke$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00627nas  2200205u  4500,020611q19841992be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368257LBS01-Aleph^$ $ $a9292602^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923682570101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923683480101480,Davidsfonds St-Lambrechts-Herk.,^$ $ $aSint-Lambrechts-Herk$ $ $bDavidsfonds$ $ $c1983/84-?,Quarterly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds St-Lambrechts-Herk$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00663nas  2200205u  4500,020611d19839999be qr|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368348LBS01-Aleph^$ $ $a9293117^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923683480101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923683540101480,Davidsfonds-krantje.,^$ $ $aKomen$ $ $bDavidsfonds$ $ $c1981-[1984],Bimonthly,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),,,^$2$ $aDavidsfonds Komen$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00656nas  2200205u  4500,020611q19811984be br|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002368354LBS01-Aleph^$ $ $a9293165^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923683540101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
,,,Vanaf oktober 1982 quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923692330101480,Voeling : ledenblad DF-Kruishoutem.,^$ $ $aKruishoutem$ $ $bDavidsfonds$ $ $c1982-[1991],Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aDavidsfonds Kruishoutem$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00679nas  2200217u  4500,020613q19821991be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002369233LBS01-Aleph^$ $ $a9297569^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923692330101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
9923692780101480,Davidsfonds-nieuws.,^$ $ $aLembeek$ $ $bDavidsfonds$ $ $c[1984]-[2001],Unknown,,^$ $7$2KADOC$ $ $aC3$ $ $xKunst en cultuur$ $ $6(ODIS-HT),^$ $6$aPeriodicals,,^$2$ $aDavidsfonds Lembeek$ $ $4oth,,,,,,,,,,,,,,,,,,,,,,,,,,00657nas  2200217u  4500,020613q19842001be ur|p||     0|||a|dut c,^$ $ $a(BeLVLBS)002369278LBS01-Aleph^$ $ $a9297824^$ $ $a(EXLNZ-32KUL_LIBIS_NETWORK)9923692780101471,^$ $ $aBeLVLBS$ $ $bLanguage of cataloging varies$ $ $erda based,^$ $ $atext$ $ $2rdacontent,^$ $ $aunmediated$ $ $2rdamedia,^$ $ $avolume$ $ $2rdacarrier,,^$ $ $aLBS01$ $ $bbib_200501.mrc.2.ax
